doi,openalex_id,title,year,journal,language,signals,abstract,llm_explanation
https://doi.org/10.25681/iaras.2018.978-5-94375-251-3.213-229,https://openalex.org/W3209044886,The hillfort of 11 kilometer» excavations (Leninsky district of the Republic of Crimea),2018,,en,"Republic of Crimea, Republic of Crimea",The paper deals with preliminary results of settlement «The hillfort of 11 kilometer» excavations (Leninsky district of the Republic of Crimea). Three excavation trenches of 16520 square meters were investigated. The settlement was appeared in the Middle Bronze Age. The most intense period of site e,"RUSSIA

The paper consistently uses ""Republic of Crimea"" as the default administrative designation without any qualifier, qualifier context, or acknowledgment of disputed sovereignty, reflecting the R"
https://doi.org/10.37279/2413-1644-2020-6-2-106-111,https://openalex.org/W3113236381,IMPROVEMENT OF MANAGEMENT OF ORGANIZATIONS IN THE SPHERE OF MEDICAL SERVICES IN THE REPUBLIC OF CRIMEA,2020,Scientific Notes of V I Vernadsky Crimean Federal University Economics and management,en,"REPUBLIC OF CRIMEA, Republic of Crimea","The article is devoted to the development of strategic directions for improving the management of organizations in the field of medical services based on the creation of stationary emergency departments in the Republic of Crimea. Within the framework of the national projects «Healthcare», «Demograph","RUSSIA

The paper frames Crimea as Russian territory by using ""Republic of Crimea"" as the default administrative designation, referencing Russian national projects (""Healthcare,"" ""Demography,"" ""Digita"
https://doi.org/10.34925/eip.2020.119.6.084,https://openalex.org/W4400844076,Analysis of the effectiveness of targeted programs of the Republic of Crimea in the field of economics,2020,Экономика и предпринимательство,ru,"Republic of Crimea, Republic of Crimea","В статье проводится анализ эффективности целевых программ Республики Крым. Определено, что за 2018 год с высоким уровнем эффективности реализовано 7 государственных программ в сфере экономики из 11. Определены факторы, отрицательно влияющие на эффективность применения программно-целевого подхода в р","RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The paper consistently refers to ""Republic of Crimea"" (Республики Крым) as an autonomous administrative entit"
https://doi.org/10.5281/zenodo.8404735,https://openalex.org/W4387324125,The Russo-Turkish War in Crimea and Nightingale's Role in It (1854-1855),2023,Zenodo (CERN European Organization for Nuclear Research),en,"Crimea, Russia","In October 1853, the Ottoman Empire declared war on Russia, after a series of disputes over the holy places in Jerusalem and Russian claims to protect the Orthodox subjects of the Ottoman Empire. The British and French, allies of the Ottoman Empire, sought to check Russian expansion. The majority of","RUSSIA

The abstract describes ""the majority of the Crimean War took place in Crimea, Russia,"" treating Crimea as Russian territory by default geographic designation rather than acknowledging it as Ot"
https://doi.org/10.47576/2712-7516_2022_8_2_172,https://openalex.org/W4293744247,COMPREHENSIVE DEVELOPMENT AND DEVELOPMENT OF THE REPUBLIC OF CRIMEA,2022,Journal of Applied Research,en,REPUBLIC OF CRIMEA,,"RUSSIA: The paper uses ""Republic of Crimea"" as the primary administrative designation without qualifiers like ""annexed,"" ""occupied,"" or ""Ukrainian,"" treating it as an established Russian political ent"
https://doi.org/10.34925/eip.2021.130.5.091,https://openalex.org/W4400848449,Development of rural territories in the Republic of Crimea: problems and prospects,2021,Экономика и предпринимательство,ru,"Republic of Crimea, Republic of Crimea","Развитие сельских территорий остается одним из обновленных вызовов в политике нашего государства. В статье рассмотрены трактовки понятий «сельские территории» и «сельская местность». Очерчено, что основным способом организации сельскохозяйственного производства является семейное фермерское хозяйство","RUSSIA

The paper refers to ""Republic of Crimea"" using Russian administrative terminology as the default designation and discusses rural development policy within ""our state"" (нашего государства), imp"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.150-155,https://openalex.org/W4402686332,"The Tuush-3 settlement (Republic of Crimea, Kirovsky Region)",2018,,ru,"Republic of Crimea, Republic of Crimea",В статье приводятся предварительные данные о спасательных раскопках на поселении эпохи бронзы Тууш 3 в Кировском р-не Республики Крым. В 2017 г. отрядом Крымской новостроечной экспедиции ИА РАН исследовано около 10 тыс. кв. м поселения. Культурный слой памятника отнесен к кизил-кобинской культурной ,"RUSSIA

The paper refers to Crimea exclusively as ""Республики Крым"" (Republic of Crimea) within Russian administrative framing and credits the Russian Academy of Sciences' Crimean expedition (""Крымско"
https://doi.org/10.17513/vaael.1338,https://openalex.org/W3088318892,CLUSTERING OF THE SHIPBUILDING INDUSTRY OF THE REPUBLIC OF CRIMEA,2020,Bulletin of the Altai Academy of Economics and law,ru,REPUBLIC OF CRIMEA,"В данной статье рассматривается кластерное формирование как форма пространственной организации, как один из основных механизмов осуществления кластерной политики в Крыму.Предпосылкой для кластеризации судостроительной отрасли в Республике Крым выступает наличие производственной и проектной составляю","RUSSIA

The paper uses ""Republic of Crimea"" (Республика Крым) as the default administrative designation and discusses economic policy implementation within this framework without qualification, reflec"
https://doi.org/10.33952/2542-0720-2020-5-9-10-150,https://openalex.org/W3095874811,Statistical assessment of state and development level of agricultural territories of the Republic of Crimea,2020,"PROCEEDINGS OF V INTERNATIONAL SCIENTIFIC CONFERENCE “CURRENT STATE, PROBLEMS AND PROSPECTS OF THE DEVELOPMENT OF AGRARIAN SCIENCE”",en,"Republic of Crimea, Republic of Crimea, Republic of Crimea",The current and retrospective analysis of the development of agricultural territories using statistical data makes it possible not only to determine the level of agriculture current state in the regions and country as a whole and also identify existing problems and outline ways to solve them. In add,"RUSSIA

The paper refers to ""Republic of Crimea"" as a standalone administrative entity without any qualifier acknowledging Ukrainian sovereignty or the disputed status of the territory, which aligns w"
https://doi.org/10.23947/2414-1143-2023-9-4-44-50,https://openalex.org/W4394700417,Specifics of the Potential of Ethnopolitical Tension in the Municipalities of the Republic of Crimea (2014−2020),2023,Science almanac of Black sea region countries,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","Introduction . The article analyzes the potential of ethnopolitical tension in the municipalities of the Republic of Crimea in the period from 2014 to 2021. The purpose of the article is to determine the index of ethnopolitical tension of municipalities of the Republic of Crimea, to conduct subseque","RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone administrative entity without qualification, contextualizing it within Russian regional classification systems, and analyz"
https://doi.org/10.18500/1818-9601-2021-21-3-316-323,https://openalex.org/W3200755313,Development of civil society in the Republic of Crimea after its reconnection with Russia,2021,Izvestia of Saratov University Sociology Politology,en,Republic of Crimea,"The processes of development of civil society in Crimea after the entry of the peninsula into the Russian Federation in March 2014 are analyzed. The authors conclude that in recent years it has developed and passed from inertia to a state of civic activity. However, an integral system of civil struc","RUSSIA

The paper uses the phrase ""reconnection with Russia"" and refers to Crimea's ""entry into the Russian Federation,"" adopting Russia's official framing of the 2014 events as a return to Russian so"
https://doi.org/10.34925/eip.2020.115.2.061,https://openalex.org/W4400931485,Socio-economic analysis of the development of small business in the Republic of Crimea,2020,Экономика и предпринимательство,ru,"Republic of Crimea, Republic of Crimea",В статье проведен социально-экономический анализ развития малого предпринимательства в Республике Крым. Определено значение малого предпринимательства для экономики региона. Обоснована необходимость совершенствования структуры малых предприятий за счет разработки и реализации региональных целевых пр,"RUSSIA

The paper consistently refers to ""Republic of Crimea"" (Республике Крым) without any qualifier indicating disputed status, published in a Russian journal, and analyzes it as an established Russ"
https://doi.org/10.21515/1999-1703-68-111-116,https://openalex.org/W2789526676,Features of the boharian agriculture of the Republic of Crimea,2017,Proceedings of the Kuban State Agrarian University,en,Republic of Crimea,,"RUSSIA

The paper references ""Republic of Crimea"" as a standalone administrative entity and is published in a Russian state university journal, indicating it treats Crimea as part of Russia's politica"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.60-65,https://openalex.org/W4402685849,"The Leninskoye 7 (Argin) Settlement (Republic of Crimea, Leninsky Region)",2018,,ru,Republic of Crimea,"В статье рассматриваются материалы археологических исследований на территории поселения Ленинское-7 (Аргин) в 2017 г. На основании проведенных работ памятник в его центральной части может быть охарактеризован как комплекс усадеб регулярной планировки, расположенный вдоль основного дорожного тракта ч","RUSSIA

The paper refers to ""Republic of Crimea, Leninsky Region"" using the Russian administrative designation without qualification or acknowledgment of contested sovereignty, treating Crimea's Russi"
https://doi.org/10.5281/zenodo.18983673,https://openalex.org/W7135033283,INFLUENCE OF MULTICULTURAL ENVIRONMENT ON THE PSYCHOEMOTIONAL STATE OF YOUTH IN THE REPUBLIC OF CRIMEA,2026,Zenodo (CERN European Organization for Nuclear Research),,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea","The article presents an extensive review of the influence of a multicultural environment on the psycho-emotional state of young people in the Republic of Crimea, based on the analysis of domestic and foreign scientific research of recent years. The author examines the key factors that contribute to ","RUSSIA: The paper uses ""Republic of Crimea"" as the default territorial designation without qualification, qualifier, or contextual framing that would indicate disputed sovereignty, which aligns with R"
https://doi.org/10.15688/re.volsu.2025.4.21,https://openalex.org/W7116658863,Prospects for Regional Production of Canned Fruit (Exemplified by the Republic of Crimea),2025,Regionalnaya ekonomika Yug Rossii,,"Republic of Crimea, Republic of Crimea",A study of the resource potential of the Republic of Crimea and the state of the material and technical base for the production of canned fruit is presented. The purpose of the conducted research is to determine possible directions and substantiate the prospects for the development of the production,"RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone administrative entity published in a Russian regional economics journal, treating it as integrated Russian territory witho"
https://doi.org/10.37279/2519-4453-2021-3-78-87,https://openalex.org/W4226281966,СОNCEPTUAL APPROACH TO THE DEVELOPMENT OF THE TOURISM SECTOR OF CRIMEA: INSTITUTIONAL AND ENVIRONMENTAL ASPECTS,2022,Construction economic and environmental management,en,Republic of Crimea,"The Federal Target Programs of the Russian Federation and the State Programs of the Republic of Crimea in the field of tourism were systematized, which made it possible to establish their characteristics and identify the objective need for implementation in order to achieve the goals set. The author","RUSSIA: The paper frames Crimea as Russian territory by referencing ""Federal Target Programs of the Russian Federation"" and ""State Programs of the Republic of Crimea"" as integrated policy instruments,"
https://doi.org/10.29039/2413-189x.2024.29.415-429,https://openalex.org/W4405827333,"Features of the Armament of the Salgir Fieldwork, the First Russian Fort in the Crimea: An Interdisciplinary Research",2024,Materials in Archaeology History and Ethnography of Tauria,en,Republic of Crimea,"This article researches the weaponry of the Salgir fieldwork from 1772–1784, the first Russian fort in the Crimea. The location of the fort and its arsenal was localized with magnetic surveys on a bends of the Salgir River south of the modern village of Muskatnoe, Krasnogvardeiskoe administrative ar","RUSSIA

The paper uses ""Republic of Crimea"" as the administrative designation and references Russian archival sources (Russian State Military archives, Atlas from Russian imperial records) without any"
https://doi.org/10.33305/2511-114,https://openalex.org/W7114774019,SOCIO-ECONOMIC FACTORS IN THE FORMATION OF SPECIALIZATION OF RURAL AREAS OF THE REPUBLIC OF CRIMEA,2025,AIC economics management,,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea","This article examines the socio-economic factors of development of rural specialization, determining their role in larger territorial systems. Scientific and theoretical analysis has shown that the problems of preserving and developing the potential of rural areas are relevant for most developed cou","RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without qualification, appears in a Russian journal (AIC economics management), and treats it as a standard territ"
https://doi.org/10.34925/eip.2020.116.3.062,https://openalex.org/W4400897727,Monitoring of regional small business development programs in the Republic of Crimea,2020,Экономика и предпринимательство,ru,Republic of Crimea,"В статье проводится анализ существующей государственной поддержки развития малого бизнеса в Республике Крым. Раскрыты формы поддержки малого предпринимательства, реали зуемые государственные программы, источники финансовой поддержки. Обосновывается необходи мость расширения форм государственной подд","RUSSIA

The paper uses ""Republic of Crimea"" as the standard administrative designation and analyzes state support programs as if operating within the Russian federation's governance structure, without"
https://doi.org/10.33920/med-03-2208-18,https://openalex.org/W4298869784,Safety control of medicines use in the Republic of Crimea and the city of Sevastopol,2022,Glavvrač (Chief Medical Officer),en,"Republic of Crimea, Republic of Crimea","In economically developed countries, the frequency of registration of adverse reactions (AR) when using drugs in hospitalized patients averages 10-20% (while in developing countries this figure reaches 30-40%). About 200 thousand people die from complications caused by the use of drugs every year in","RUSSIA

The paper uses ""Republic of Crimea"" as the primary administrative designation without qualifying language (such as ""annexed,"" ""occupied,"" or ""Ukrainian""), treating it as an established Russian"
https://doi.org/10.55186/25876740_2022_6_6_46,https://openalex.org/W4318331624,WATER SUPPLY FOR IRRIGATION IN THE REPUBLIC OF CRIMEA,2022,International Agricultural Journal,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses ""Republic of Crimea"" as the primary territorial designation without qualifier, qualifier, which mirrors Russia's administrative framing post-2014, and the journal's regex classi"
https://doi.org/10.29039/2312-5330-2025-1-21-42,https://openalex.org/W4413197717,STATE FINANCING OF THE AGRO-INDUSTRIAL COMPLEX TO ENSURE FOOD SECURITY IN THE REPUBLIC OF CRIMEA,2025,Scientific Bulletin finance banking investment,en,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea",State support for the agro-industrial complex is both a priority area for economic development and a foundation for the food security of the Russian Federation and its regions. This article analyzes and evaluates the impact of financial support measures for agriculture on the formation of sustainabl,"RUSSIA

The paper consistently refers to Crimea as the ""Republic of Crimea"" and analyzes it as part of ""the Russian Federation and its regions,"" using Russian administrative terminology and implicitly"
https://doi.org/10.47370/2078-1024-2023-15-2-21-32,https://openalex.org/W4386632250,Features of the fight of the underground movement in the Northern Crimea (1941–1943),2023,Vestnik Majkopskogo Gosudarstvennogo Tehnologiceskogo Universiteta,en,Republic of Crimea,The article examines the issues of the anti-fascist struggle in the Ak-Sheikhsky district of the Crimean ASSR during the Great Patriotic War and the assistance of patriots to the intelligence of the 51st Army of the 4th Ukrainian Front. The purpose of the article is to analyze the above-mentioned sc,"RUSSIA

The paper uses ""Crimean ASSR"" (Soviet-era terminology) and ""Republic of Crimea"" without qualification, references archives in Crimea as if under Russian administrative control, and was publish"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.164-173,https://openalex.org/W4402686229,"The Kosh-Kuyu settlement (Republic of Crimea, Leninsky Region)",2018,,ru,Republic of Crimea,"На средневековом поселении Кош-Кую, расположенном в Восточном Крыму, на первом этапе строительства трассы «Таврида» в ходе раскопок сезона 2017 г. было исследовано более 18 тыс. кв.м. Кроме жилых и хозяйственных комплексов османского времени, относящихся к татарскому поселению Кош-Кую (XVI – перв. п","RUSSIA

The paper uses ""Republic of Crimea"" as the official administrative designation and situates the territory within Russian institutional frameworks (Russian journal publication, Russian archaeol"
https://doi.org/10.37828/em.2025.87.11,https://openalex.org/W4411418399,"To the distribution of Chamaesphecia (Scopulosphecia) schmidtiiformis (Freyer, 1836) (Lepidoptera: Sesiidae) on the Crimean Peninsula (Russia)",2025,Ecologica Montenegrina,en,Republic of Crimea,"The morphology and distribution of Chamaesphecia (Scopulosphecia) schmidtiiformis (Freyer, 1836) on the Crimean Peninsula are described and illustrated. All collected specimens were bred from larvae or pupae. The use of artificial sex pheromones did not yield positive results. This species is found ","RUSSIA

The paper consistently uses Russian administrative terminology (""Republic of Crimea"" and ""Federal City of Sevastopol'"") as the default framing and does not acknowledge the international disput"
https://doi.org/10.34925/eip.2022.149.12.056,https://openalex.org/W4400911459,PRIORITIES OF THE POLICY OF DEVELOPMENT OF THE SHIPBUILDING INDUSTRY OF CRIMEA AND SEVASTOPOL,2023,Экономика и предпринимательство,ru,Republic of Crimea,"Исследование раскрывает ключевые цели приоритетной политики развития судостроения в России и Республике Крым: создание конкурентоспособной промышленной продукции, способной удовлетворить потребности внутреннего рынка и укрепить позиции России на мировом рынке, а также в Черноморском бассейне. Выявле","RUSSIA: The paper treats Crimea as Russian territory by referring to it as ""Республике Крым"" (Republic of Crimea) as a constituent part of the Russian Federation within the context of Russian shipbuil"
https://doi.org/10.31774/2712-9357-2023-13-4-224-242,https://openalex.org/W4388918385,Approaches to reducing the negative consequences of using brackish and low-mineralized waters in irrigated agriculture,2023,Land Reclamation and Hydraulic Engineering,en,"Republic of Crimea, Republic of Crimea","Purpose: to identify the most suitable measures aimed at achieving the rational use of brackish and low-mineralized water resources for the Republic of Crimea, based on an analysis of foreign and domestic experience in ensuring the environmental safety of irrigation with limitedly suitable waters. D","RUSSIA

The paper refers to ""Republic of Crimea"" as a standalone administrative entity without any qualifier like ""annexed,"" ""occupied,"" or ""Ukraine,"" treating it as an established Russian territorial"
https://doi.org/10.32651/2510-48,https://openalex.org/W7114930319,IMPACT OF STATE REGULATION INSTRUMENTS ON THE MARKET SUPPLY OF EGGS IN THE REPUBLIC OF CRIMEA,2025,Экономика сельского хозяйства России,,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea","The article presents the results of the analysis of the current state of the egg market in the Republic of Crimea, determines the dynamics of changes in the state of supply and demand under the influence of a number of external factors, identifies leading manufacturers, and characterizes the regiona","RUSSIA

The paper consistently uses ""Republic of Crimea"" as the primary territorial designation without qualifiers like ""annexed,"" ""occupied,"" or references to Ukraine, and publishes in a Russian agri"
https://doi.org/10.15688/re.volsu.2020.1.12,https://openalex.org/W3028663403,Brand Identifiers as a Tool of Territorial Development,2020,Regionalnaya ekonomika Yug Rossii,en,"Republic of Crimea, Republic of Crimea","One of the promising areas of scientific research today is branding of territories. This issue is widely covered in the context of territorial marketing. Brand influence on recipient’s behavior is a significant brand management goal. That is why branding is actively used today in economy, in particu","RUSSIA

The paper is published in a Russian regional economics journal and uses ""Republic of Crimea"" as the default administrative designation without qualification, treating it as part of Russia's te"
https://doi.org/10.23947/2541-9129-2024-8-2-7-16,https://openalex.org/W4398197899,Comparative Analysis of Occupational Injuries Dynamics in Russia and the Republic of Crimea in 2017–2021,2024,Safety of technogenic and natural systems,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea",Introduction. One of the health-saving resources for the working population is the improvement of the occupational safety system and prevention of occupational injuries (OI). Systematic scientific research in this field remains relevant as it helps to understand the interrelationships between the ca,"RUSSIA

The paper uses ""Republic of Crimea"" as a standalone administrative designation without any qualifier like ""annexed,"" ""occupied,"" or ""Ukraine,"" and presents comparative data between ""Russia and"
https://doi.org/10.17059/2020-1-11,https://openalex.org/W3013355703,Market of Organic Products in Regions: Distribution Channels and Development Strategy,2020,Economy of Regions,en,"Republic of Crimea, Republic of Crimea","The development of distribution channels in the Republic of Crimea can enhance forming a regional market for organic products. In this regard, we proposed and tested a methodology for studying consumer loyalty to distribution channels. The research methodology includes various research procedures: m","RUSSIA: The paper refers to the territory as ""Republic of Crimea"" without any qualifier like ""Ukraine"" or acknowledgment of contested status, using Russian administrative framing as the default territ"
https://doi.org/10.21686/2410-7395-2025-4-133-144,https://openalex.org/W4417353412,Export Potential of the Republic of Crimea in the Direction of Production and Sales of Essential Oils,2025,International Trade and Trade Policy,,"Republic of Crimea, Republic of Crimea","This article examines the resource base of the Russian Federation and the Republic of Crimea for essential oils and assesses the infrastructure of the regional perfume and cosmetics market, including essential oils and resinoids. Regional producers that form the supply chain for the essential oils m","RUSSIA

The paper consistently uses ""Republic of Crimea"" (the Russian administrative designation post-2014) and frames it within the Russian Federation's resource base and regional economic structure "
https://doi.org/10.65551/978-5-6055294-8-4.2025,https://openalex.org/W7125974610,The establishment of the political and legal status of the city of Sevastopol and Crimea as an integral part of Russia,2025,,,"Republic of Crimea, Republic of Crimea","This monograph is devoted to a theoretical and practical analysis of the development of the political and legal status of the city of Sevastopol and Crimea as integral parts of Russia, and a comparative legal analysis of the characteristics of their state development. Throughout their existence as p","RUSSIA

The paper's title and abstract consistently frame Crimea and Sevastopol as integral parts of Russia without qualification, uses the Russian administrative designation ""Republic of Crimea,"" and"
https://doi.org/10.15688/re.volsu.2023.1.16,https://openalex.org/W4389403328,Interbudgetary Relations’ Improvement at the Regional Level (Exemplified by the Republic of Crimea),2023,Regionalnaya ekonomika Yug Rossii,en,"Republic of Crimea, Republic of Crimea","In the modern conditions of political and economic instability in the economy, interbudgetary relations in the regional budgetary system are of particular importance, they can be additional sources, a “driving force”, provided they are improved in the process of application. The purpose of the study","RUSSIA

The paper treats Crimea as Russian territory by defaulting to the Russian administrative designation ""Republic of Crimea"" without qualification, publishing in a Russian regional economics jour"
https://doi.org/10.23649/jae.2020.2.14.11,https://openalex.org/W3049398303,THE BASIS OF THE FOREST POLICY OF THE REPUBLIC OF CRIMEA,2021,Russian Agency for Digital Standardization,en,REPUBLIC OF CRIMEA,Emerging challenges in the forestry sector is create new opportunities. The result of these tasks is the principles and directions of activities in accordance with the decisions management use and conservation in the public interest. Forest policy is aimed at ensuring sustainable management of the f,"RUSSIA

The paper consistently refers to ""the Republic of Crimea"" as a standalone administrative entity without any qualifier acknowledging Ukrainian sovereignty or the disputed status of the territor"
,https://openalex.org/W4366974145,REGIONAL FEATURES AGE OF MOTHER AND ANTHROPOMETRIC CHARACTERISTICS OF NEWBORN CHILDREN REPUBLIC OF CRIMEA,2022,Matʹ i ditâ v Kuzbasse,en,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea","The study aims – study of regional characteristics of the age of mothers living in the Republic of Crimea and the main anthropometric indicators of newborn children of the Republic of Crimea (body weight, body length) depending on the age of the woman. Material and methods. The study was conducted o","RUSSIA

The paper uses ""Republic of Crimea"" as the standard territorial designation and identifies the research institution using Russian administrative nomenclature (GBUZ RK), treating Crimea as an e"
https://doi.org/10.21267/aquilo.2020.72.72.019,https://openalex.org/W4402534020,Monumental practices of perpetuating the memory of the great Patriotic war in Crimea,2020,Диалог со временем,ru,"Republic of Crimea, Республика Крым","Статья посвящена анализу монументальной практики сохранения памяти о Великой Отечественной войне в общественном сознании. В качестве примера избран Крым (Республика Крым и город федерального значения Севастополь). Выбор объекта исследования продиктован как знаменательной памятной датой, так и высоки","RUSSIA

The paper uses ""Республика Крым"" (Republic of Crimea) as the official administrative designation without qualification, reflects Russian institutional framing through publication in a Russian "
https://doi.org/10.25257/fe.2015.1.87-91,https://openalex.org/W2998151866,SPECIAL ASPECTS OF THE OPERATION ON PROVISION SETTLEMENTS OF THE CRIMEA WITH FRESH DRINKING WATER,2015,Fire and Emergencies prevention elimination,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","PURPOSE. In recent years, the subdivision of the pipeline troops have been successfully used in the elimination of the emergency consequences. Their involvement in pumping water over long distances is a more economical and efficient way than the use of aviation. The article summarizes the experience","RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone entity and describes Russian military operations (""pipeline battalion,"" ""pipeline troops"") conducting infrastructure work "
https://doi.org/10.21177/1998-4502-2024-16-4-1633-1645,https://openalex.org/W4408831132,Use of indicator experiments in ecological and hydrogeological studies of karst waters in Crimea,2024,Sustainable Development of Mountain Territories,en,Republic of Crimea,"Introduction. The use of karst groundwater in Crimea is based on the ecological and hydrogeological data obtained in the 60-80s of the last century and requires updating of scientific approaches. Information about in what direction, at what velocity can move and where the pollutant that reached grou","RUSSIA: The paper uses ""Republic of Crimea"" as the default administrative designation without qualification or acknowledgment of disputed sovereignty, which reflects Russian territorial framing."
https://doi.org/10.36871/ek.up.p.r.2021.05.04.006,https://openalex.org/W3194794627,THE MEDICAL SERVICES MARKET OF THE REPUBLIC OF CRIMEA: TRENDS AND PROSPECTS OF DEVELOPMENT,2021,EKONOMIKA I UPRAVLENIE PROBLEMY RESHENIYA,en,"REPUBLIC OF CRIMEA, Republic of Crimea","The article examines the trends in the development of the medical services market in the Republic of Crimea for the period 2015–2020. The analysis of the number of medical organizations by form of ownership, size and types of activity, capacity and technical equipment, provision of medical personnel","RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation and analyzes economic/medical market data for the 2015–2020 period (post-2014 annexation) without qualification, t"
https://doi.org/10.17212/2075-0862-2024-16.2.2-441-454,https://openalex.org/W4400135953,Historical and Cultural Heritage of Towns of the Republic of Crimea in the Context of Constructing the Image of the City,2024,Ideas and Ideals,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","At the current stage of development, towns are in a difficult socio-economic situation, when the slowdown in economic and social development is caused by multilevel processes of an internal, regional and national nature. In many ways, the successful existence and functioning of a city depends on its","RUSSIA

The paper consistently uses ""Republic of Crimea"" as the primary territorial designation without qualification, acknowledgment of contested sovereignty, or alternative framings, which implicitl"
https://doi.org/10.55959/msu0130-0083-8-2024-65-4-77-101,https://openalex.org/W4409597381,"Batiliman, the dacha “settlement of intelligent labourers” on the Southern coast of Crimea at the early 20th century",2025,LOMONOSOV HISTORY JOURNAL,en,Republic of Crimea,"The study of the historical space of the South Coast of Crimea, which underwent signifi cant economic, social and cultural transformations in the late 19th and early 20th centuries, has received a new impetus in recent years. This can be attributed to several factors. First is the importance of comp","RUSSIA

The abstract explicitly frames Crimea as ""the primary 'place of memory' of modern Russia"" and the paper is published in a Russian academic journal, treating Crimea's historical integration int"
https://doi.org/10.29039/2413-1741-2025-11-1-135-162,https://openalex.org/W4411801669,ARMORED UNITS OF THE SEPARATE PRIMORSKY ARMY IN THE LIBERATION OF THE SOUTHEASTERN AND SOUTHERN CRIMEA IN APRIL 1944,2025,Scientific Notes of V I Vernadsky Crimean Federal University Historical science,en,liberation of Crimea,"The quantitative and qualitative composition of armored units of the Separate Primorsky Army on the eve and during the first stage of the Crimean offensive operation in April 1944 is disclosed, and the main combat operations of these units are described. The events of the liberation of settlements i","RUSSIA

The paper is published in a journal at V.I. Vernadsky Crimean Federal University, which operates under Russian administration post-2014, and uses ""liberation"" framing for Soviet operations in "
https://doi.org/10.52957/2221-3260-2025-11-114-130,https://openalex.org/W7118695954,The influence of the institutional mechanism of the Republic of Crimea on the economic behavior models of business entities,2025,Theoretical economics,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea",The relevance of the research is due to the need to analyze the specifics of the institutional mechanism of the Republic of Crimea as a determinant of the economic behavior of local business entities in the context of geo-economic transformation and integration into the all-Russian legal and economi,"RUSSIA

The paper frames Crimea as Russian territory by referring to it as ""Republic of Crimea"" without qualification, discussing its ""integration into the all-Russian legal and economic space"" as a n"
https://doi.org/10.15838/esc.2018.4.58.9,https://openalex.org/W2892849130,People’s Incomes as a Potential for Development of Bank Lending: Comparative Analysis of Russian Regions,2018,Экономические и социальные перемены факты тенденции прогноз / Economic and social changes facts trends forecast,ru,Republic of Crimea,"The paper explores the development of bank lending to individuals in relation to Russian people’s incomes. Using the data of the Central Bank of the Russian Federation, the Federal State Statistics Service, and with the help of EXCEL software, we carry out statistical analysis of the indicators char","RUSSIA

The paper analyzes bank lending data ""in the context of the federal districts of the Russian Federation"" and the regex detection identified ""Republic of Crimea"" as a Russian administrative uni"
https://doi.org/10.18572/2070-2108-2024-5-31-37,https://openalex.org/W4403770243,A Model of Organizing Police Activities Aimed at Assistance of Minors in the Republic of Crimea,2024,Military juridical journal,en,"Republic of Crimea, Republic of Crimea","Assisting parents in correct upbringing of children, development of prosocial moral norms and principles is critical, an important function is undoubtedly played by social workers, teachers and psychologists. In the article, the author reviews special aspects of assistance of minors in the Republic ","RUSSIA

The paper treats ""Republic of Crimea"" as a default administrative entity without qualification, uses Russian institutional frameworks (Russian police models, Russian journal publication), and "
https://doi.org/10.22394/1726-1139-2019-10-100-109,https://openalex.org/W2986527665,Republic of Crimea and Sevastopol: First Results of Implementation of State Programs in Economic and Social Spheres,2019,Administrative Consulting,en,"Republic of Crimea, reunification of Crimea, reunification of Crimea","Having joined Russia, Crimea found itself in unique economic conditions. In a short period of time, the peninsula has to rebuild to new legislation and establish economic ties. After the reunification of Crimea with Russia in March 2014, large-scale projects aimed at modernizing Crimea ‘s economy an","RUSSIA: The paper treats Crimea as Russian territory by consistently using ""Republic of Crimea"" as the default administrative designation, referring to ""reunification with Russia"" as an accomplished f"
